,item,price,url
665,,200b,https://forums.eveonline.com/t/sold-thanks/247300
666,mimir,250 bil,https://forums.eveonline.com/t/wts-mimir/248871
667,erebus,NA,https://forums.eveonline.com/t/wts-erebus/249305
668,fitted marshal (jita) - cheap selling for,84 billion,https://forums.eveonline.com/t/wts-fitted-marshal-jita-cheap/249672
669,t2 bpo's (auction) - make offer! coprocessor ii me10 te20 offered,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
670,light electron blaster ii me10 te20 offered,36b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
671,,36b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
672,light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered,32b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
673,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
674,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
675,light electron blaster ii me10 te20 offered 36b light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered 32b small capacitor booster ii me10 te20 offered 35b small shield extender ii me10 te20 offered 35b offers ingame to plamhou or inhere sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offer auction closes sundayoffers received so far coprocessor ii me10 te20 offered,25b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
676,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
677,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
678,light electron blaster ii me10 te20 offered 36b light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered 32b small capacitor booster ii me10 te20 offered 35b small shield extender ii me10 te20 offered 35b offers ingame to plamhou or inhere sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offer auction closes sundayoffers received so far coprocessor ii me10 te20 offered 25b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
679,,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
680,,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
681,,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
682,,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
683,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
684,,35b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
685,light electron blaster ii me10 te20 offered 36b light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered 32b small capacitor booster ii me10 te20 offered 35b small shield extender ii me10 te20 offered 35b offers ingame to plamhou or inhere sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offer auction closes sundayoffers received so far coprocessor ii me10 te20 offered 25b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered 30b small capacitor booster ii me10 te20 offered 30b small shield extender ii me10 te20 offered 30b sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offerupdated offers coprocessor ii me10 te20 offered 30b small capacitor booster ii me10 te20 offered 32bi will collect all offers this sunday and pm the highest bidder and make a private contract to that person in question ingameupdate on offers coprocessor ii me10 te20 offered 30b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered,31b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
686,,30b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
687,small capacitor booster ii me10 te20 offered 30b small shield extender ii me10 te20 offered 30b sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offerupdated offers coprocessor ii me10 te20 offered 30b small capacitor booster ii me10 te20 offered 32bi will collect all offers this sunday and pm the highest bidder and make a private contract to that person in question ingameupdate on offers coprocessor ii me10 te20 offered 30b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered,31b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
688,,31b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
689,,36b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
690,,36b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
691,light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered,32b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
692,,32b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
693,small capacitor booster ii me10 te20 offered 35b small shield extender ii me10 te20 offered 35b offers ingame to plamhou or inhere sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offer auction closes sundayoffers received so far coprocessor ii me10 te20 offered 25b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered 30b small capacitor booster ii me10 te20 offered 30b small shield extender ii me10 te20 offered 30b sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offerupdated offers coprocessor ii me10 te20 offered 30b small capacitor booster ii me10 te20 offered 32bi will collect all offers this sunday and pm the highest bidder and make a private contract to that person in question ingameupdate on offers coprocessor ii me10 te20 offered 30b light electron blaster ii me10 te20 offered 35b light electron blaster ii me10 te16 offered 35b mjolnir rage torpedo ii me10 te20 offered 31b small capacitor booster ii me10 te20 offered 30b small shield extender ii me10 te20 offered 31b sales will be done via contract only bpo’s are located close to jita no need to send me emails with what i think you should offercoprocessor ii me10 te20 offered 31b light electron blaster ii me10 te20 offered 36b light electron blaster ii me10 te16 offered 36b mjolnir rage torpedo ii me10 te20 offered 32b small capacitor booster ii me10 te20 offered 32b small shield extender ii me10 te20 offered,33b,https://forums.eveonline.com/t/wts-t2-bpos-auction-make-your-offer/249324
694,max rolled x-l shield booster,NA,https://forums.eveonline.com/t/wts-max-rolled-x-l-shield-booster/249548
695,erebus interbus skin jita 44,25 billion,https://forums.eveonline.com/t/wts-erebus-interbus-skin/245907
696,thunderchild 1,2 bil,https://forums.eveonline.com/t/wts-thunderchild-1-2-bil-in-jita/249572
697,jita o7 wts thunder child for,12 bil,https://forums.eveonline.com/t/wts-thunderchild-1-2-bil-in-jita/249572
698,5-1 magnetar farming wh,NA,https://forums.eveonline.com/t/5-1-magnetar-farming-wh/249280
699,erebus hull basgerine,NA,https://forums.eveonline.com/t/wts-erebus-hull-in-basgerine/244639
700,officer modules (tobias' web included!) - jita,NA,https://forums.eveonline.com/t/wts-officer-modules-tobias-web-included-jita/236203
701,t2 bpo wts t2 bpo 1020 quake s blueprint gleam s blueprint sold conflagration s blueprint sold,35b,https://forums.eveonline.com/t/wts-t2-bpo/247874
702,dagon bpc 27,5b,https://forums.eveonline.com/t/wts-dagon-bpc-27-5b/232786
703,5-6 mag sale o7 guys i currently own a 56 mag for sale goodies included are 1x naglfar stront 6x tempest rollers 3x astero’s 1x astra with fittings fuel asking,8b,https://forums.eveonline.com/t/5-6-mag-for-sale/248751
704,researched structure component bpos for sale in jita 44 are these structure component bpos all are at me 8 te 14 structure construction parts structure docking bay structure hangar array structure market network structure medical center structure office center structure storage bay asking for,325m,https://forums.eveonline.com/t/researched-structure-component-bpos/249452
705,full hail t2 ammo bpo set hypernet hail hyper968×284 894 kb really excited to bring you guys this a full set of hail prints now on the net place your bids for hypernet offer hail s blueprint the small at,90m,https://forums.eveonline.com/t/full-hail-t2-ammo-bpo-set-on-hypernet/248849
706,per ticket sold hypernet offer hail m blueprint the medium at,141m,https://forums.eveonline.com/t/full-hail-t2-ammo-bpo-set-on-hypernet/248849
707,per ticket 187 left hypernet offer hail l blueprint the large at,186m,https://forums.eveonline.com/t/full-hail-t2-ammo-bpo-set-on-hypernet/248849
708,sold! soldstill for salei will take that into consideration thanks for the offercurrent ingame offer of,352b,https://forums.eveonline.com/t/sold/249065
709,vanilla c2-c3/hs,NA,https://forums.eveonline.com/t/wts-vanilla-c2-c3-hs/245780
710,nyx bpo - 9 / te 12,NA,https://forums.eveonline.com/t/wts-nyx-bpo-me-9-te-12/249410
711,nyx syndicate,20b,https://forums.eveonline.com/t/wts-nyx-syndicate/248562
712,sold closed,NA,https://forums.eveonline.com/t/sold-closed/249015
713,raitaru rigs juf,NA,https://forums.eveonline.com/t/wts-raitaru-with-rigs-in-juf/248770
714,athanorwith rigs juf hello i want to sell 2 stations in jufvite one of them is an athanor refinery which i fitted with rigs the station has the following equipment rigs mset ice grading processor i 51 refining yield multiplier mset asteroid ore grading processor i 51 refining yield multiplier mset moon drilling stability i asteroid belt radius 20 moon ore 6 daycycle coesite,154 mil,https://forums.eveonline.com/t/wts-athanorwith-rigs-in-juf/248772
715,m³ sylvite,054 mil,https://forums.eveonline.com/t/wts-athanorwith-rigs-in-juf/248772
716,m³ zeolites,079 mil,https://forums.eveonline.com/t/wts-athanorwith-rigs-in-juf/248772
717,fedup corp hanger podion 52 bill,NA,https://forums.eveonline.com/t/wts-fedup-corp-hanger-now-in-podion-52-bill/249281
718,minerals aridia - 5 billion isk o.b.o i have 5 billion isk worth of minerals in a station in aridia i can’t move it’s almost 45 million m3 and i recently moved to cache and i’m not going to pay for 14 crosscluster jumpfreighter moves that’s insane so i’m willing to sell these minerals at a loss this is a recent listing of what the minerals are worth and their respective quantities i would be willing to take 35 billion isk for them sale goes to the best offer above that threshold reply here or contact me via eve mail to confirm orderalduindaveham please send me the system via dm def intrested done mariesky shoot me a mail in game if they are in hs and system name and i will potentially put in an offer donesent talshuckstar mail me location pls done i’ve dm’d youthomsontivianne ill buy em for,3b,https://forums.eveonline.com/t/wts-minerals-in-aridia-5-billion-isk-o-b-o/248471
719,,5 billion,https://forums.eveonline.com/t/wts-minerals-in-aridia-5-billion-isk-o-b-o/248471
720,,5 billion,https://forums.eveonline.com/t/wts-minerals-in-aridia-5-billion-isk-o-b-o/248471
721,isk o.b.o i have 5 billion isk worth of minerals in a station in aridia i can’t move it’s almost 45 million m3 and i recently moved to cache and i’m not going to pay for 14 crosscluster jumpfreighter moves that’s insane so i’m willing to sell these minerals at a loss this is a recent listing of what the minerals are worth and their respective quantities i would be willing to take,35 billion,https://forums.eveonline.com/t/wts-minerals-in-aridia-5-billion-isk-o-b-o/248471
722,,45 million,https://forums.eveonline.com/t/wts-minerals-in-aridia-5-billion-isk-o-b-o/248471
723,revenant bpc,NA,https://forums.eveonline.com/t/revenant-bpc/248372
724,avatar basgerin,65b,https://forums.eveonline.com/t/wts-avatar-basgerin-65b-sold/247075
725,officer mods - located jita wts 1x chelms modified energized explosive membrane,6b,https://forums.eveonline.com/t/wts-officer-mods-located-jita/243569
726,1x cormacks modified sensor booster,65b,https://forums.eveonline.com/t/wts-officer-mods-located-jita/243569
727,1x seteles modified tracking computer,45b,https://forums.eveonline.com/t/wts-officer-mods-located-jita/243569
728,contact elkin sklor in game to discuss sales please dont bother with lowballs as you wont get a responsebump to the topup we goback up will make a deal on the chelm setbump want that chelm set gonebump send me offer,17b,https://forums.eveonline.com/t/wts-officer-mods-located-jita/243569
729,item's sold have 3 vepas’ modified ballistic control systems for sale in jita 44,5b,https://forums.eveonline.com/t/items-sold/249194
730,best equipment,NA,https://forums.eveonline.com/t/wts-best-equipment/248135
731,- refinery athanor refinery in position for moon mining the following ores located in 05 system aclan glistening zeolites glistening sylvite with standup moon drill 1 installed make your offer once isk transferred i will transfer ownership sexymare1 bill ono station mining drill 2 weeks of fuelitem still up for sale bids starting at,850m,https://forums.eveonline.com/t/wts-refinery/247769
732,sold please remove,NA,https://forums.eveonline.com/t/sold-please-remove/248955
733,bpo collection,NA,https://forums.eveonline.com/t/wts-bpo-collection/247313
734,faction citadels,NA,https://forums.eveonline.com/t/wts-faction-citadels/242834
735,[sold] rigged research t1 raitaru close jita,NA,https://forums.eveonline.com/t/sold-rigged-research-t1-raitaru-close-to-jita/244153
736,super bpo: nyx 10/16 looking to sell a nyx blueprint original 1016 researched message me in gamebump it upthank you for sending offers in i will continue to updatedaily bump current offer stands at,35b,https://forums.eveonline.com/t/super-bpo-nyx-10-16/247237
737,2 x retiever sale 2 retrievers for sale,23 million,https://forums.eveonline.com/t/2-x-retiever-for-sale/248899
738,2 bpos image642×702 661 kb image648×700 669 kb looking to sell these bpos they are 1018 and are,25b,https://forums.eveonline.com/t/wts-2-bpos/247049
739,multiple bpo's sale,NA,https://forums.eveonline.com/t/multiple-bpos-for-sale/246335
740,abyssal mods,NA,https://forums.eveonline.com/t/wts-abyssal-mods/248859
741,t2 bpos for sale inferno javelin heavy assault missile blueprint 1020,30b,https://forums.eveonline.com/t/wts-t2-bpos/247351
742,sold on hypernet inferno fury lm 1020 inferno precision lm 1020 small proton smartbomb ii blueprint 1020 repurchased sold inferno rage heavy assault missile blueprint sold for,35b,https://forums.eveonline.com/t/wts-t2-bpos/247351
743,,35b,https://forums.eveonline.com/t/wts-t2-bpos/247351
744,scourge rage heavy assault missile blueprint sold for 35b small proton smartbomb ii blueprint sold for undisclosed price 3 pack sold for undisclosed price light electron blaster ii 00 hail s 1020 hail m 1020bumplist updated with research levels 2 additional bpo,90b,https://forums.eveonline.com/t/wts-t2-bpos/247351
745,wormhole sales,NA,https://forums.eveonline.com/t/wormhole-sales/146364
746,officer mods,NA,https://forums.eveonline.com/t/wts-officer-mods/236029
747,officer mods location: jita(f-435454),NA,https://forums.eveonline.com/t/wts-officer-mods-location-jita-f-435454/248539
748,10/20 claw bpo current best offer,119b,https://forums.eveonline.com/t/wts-10-20-claw-bpo/247965
749,marshal,NA,https://forums.eveonline.com/t/wts-marshal/248304
750,sold please remove,NA,https://forums.eveonline.com/t/sold-please-remove/247929
751,bpo sale aeon bpo 816,24b,https://forums.eveonline.com/t/bpo-sale/248516
752,archon bpo 916,22b,https://forums.eveonline.com/t/bpo-sale/248516
753,,24b,https://forums.eveonline.com/t/bpo-sale/248516
754,archon bpo 916 22b standup cloning center i bpo 918 24b standup hybrid reactor i bpo 918,15b,https://forums.eveonline.com/t/bpo-sale/248516
755,,15b,https://forums.eveonline.com/t/bpo-sale/248516
756,,15b,https://forums.eveonline.com/t/bpo-sale/248516
757,standup biochemical reactor i bpo 918 15b standup reprocessing facility i bpo 918,250m,https://forums.eveonline.com/t/bpo-sale/248516
758,selling gotan's rolled web & mizuro point,NA,https://forums.eveonline.com/t/selling-gotans-rolled-web-mizuro-point/244279
759,rigged rorqual,2b,https://forums.eveonline.com/t/wts-rigged-rorqual-2b/247484
760,barghest waschi uprising 'combat' skin,NA,https://forums.eveonline.com/t/wts-barghest-waschi-uprising-combat-skin/240119
761,encrypted semiosis console (svarog clade) as the title says wts x9 encrypted semiosis console svarog clade,250m,https://forums.eveonline.com/t/wts-encrypted-semiosis-console-svarog-clade/246822
762,tiamat,280b,https://forums.eveonline.com/t/wts-tiamat-280b/240177
763,,280b,https://forums.eveonline.com/t/wts-tiamat-280b/240177
764,"titan, supercarrier, capital component bpos",NA,https://forums.eveonline.com/t/wts-titan-supercarrier-and-capital-component-bpos/242881
765,- 24x standard mindflood booster bpc @50runs (1200 runs),NA,https://forums.eveonline.com/t/wts-24x-standard-mindflood-booster-bpc-50runs-1200-runs/248159
766,aeon sale 6j jita aeon for sale 6j from jita wts it for,15b,https://forums.eveonline.com/t/aeon-for-sale-6j-from-jita/247275
767,wth vendetta as the title says i am hypernetting my vendetta it is located in basgerin ticket price,333b,https://forums.eveonline.com/t/wth-vendetta/248155
768,complete malagrin marshlight skin set,NA,https://forums.eveonline.com/t/wts-complete-malagrin-marshlight-skin-set/246768
769,various t2 bs hulls,NA,https://forums.eveonline.com/t/various-t2-bs-hulls/247970
770,sold!,NA,https://forums.eveonline.com/t/sold/247216
771,soldd solddi founds it matee just laying around u know dbumppp price loweredbumpppp still for sale at jita split 10bbumpppp plz take this thingonly,9b,https://forums.eveonline.com/t/soldd/246338
772,max roll god like abyssal magstab 31.4% dps bonus,NA,https://forums.eveonline.com/t/max-roll-god-like-abyssal-magstab-31-4-dps-bonus/245547
773,excavator ice drone bpc´s,NA,https://forums.eveonline.com/t/wts-excavator-ice-drone-bpc-s/247799
774,large amount minerals cap parts 3 jumps jita - sold,NA,https://forums.eveonline.com/t/wts-large-amount-of-minerals-and-cap-parts-3-jumps-from-jita-sold/247736
775,sold ty,NA,https://forums.eveonline.com/t/sold-ty/246932
776,loggerhead,NA,https://forums.eveonline.com/t/wts-loggerhead/247718
777,green/purple mods,NA,https://forums.eveonline.com/t/wts-green-purple-mods/241600
778,sold!,NA,https://forums.eveonline.com/t/sold/247520
779,closed ty,NA,https://forums.eveonline.com/t/closed-ty/247223
780,t1 bpos,NA,https://forums.eveonline.com/t/wts-t1-bpos/247539
781,aeon bpo me8 te16 sell,24b,https://forums.eveonline.com/t/aeon-bpo-me8-te16/247534
782,headhunter skin/lots db wts skins hel headhuters skin,63b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
783,,3b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
784,nyx headhunter skin 3b avatar malagrin marshlight skin,45b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
785,,45b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
786,avatar eros blossom skin 45b guardian emergency response skin,35b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
787,https://evepraisal.com/a/r5oci offers above,25b,https://forums.eveonline.com/t/wts-headhunter-skin-lots-of-db/236565
788,"wth 31.3% gyro, 62",5m,https://forums.eveonline.com/t/wth-31-3-gyro-62-5m-a-node-48-nodes/247508
789,titan bpos + super bpos,NA,https://forums.eveonline.com/t/wts-titan-bpos-super-bpos/247197
790,"armageddon bpo, fully researched 10/20.",3b,https://forums.eveonline.com/t/wts-armageddon-bpo-fully-researched-10-20-3b/247474
791,zuues tier abyssal mods,NA,https://forums.eveonline.com/t/zuues-tier-abyssal-mods/244975
792,nyx hull irmalin,15 bil,https://forums.eveonline.com/t/wts-nyx-hull-in-irmalin-for-15-bil/247389
793,marshal,NA,https://forums.eveonline.com/t/wts-marshal/247395
794,wts: minokawa & ark yoiul festival skins,NA,https://forums.eveonline.com/t/wts-minokawa-ark-yoiul-festival-skins/246235
795,marshal (hypernet) cheapest 48node,NA,https://forums.eveonline.com/t/wts-marshal-hypernet-cheapest-48node/247378
796,anshar jita 4-4 station | 8,5 bil,https://forums.eveonline.com/t/wts-anshar-in-jita-4-4-station-8-5-bil/246912
797,asking price is,85 billion,https://forums.eveonline.com/t/wts-anshar-in-jita-4-4-station-8-5-bil/246912
798,t2 bpo focused medium beam laser,45b,https://forums.eveonline.com/t/wts-t2-bpo/234893
799,650 artillery cannon,50b,https://forums.eveonline.com/t/wts-t2-bpo/234893
800,scourge precision heavy missile,30b,https://forums.eveonline.com/t/wts-t2-bpo/234893
801,nova fury light missile,32b,https://forums.eveonline.com/t/wts-t2-bpo/234893
802,,30b,https://forums.eveonline.com/t/wts-t2-bpo/234893
803,3 x officer mods (v6.6) all items listed are in jita 44 for sale trades acceptable high end mods 1 x tuvan’s modified damage control,13b,https://forums.eveonline.com/t/wts-3-x-officer-mods-v6-6/200500
804,2 x unit w634’s modified omnidirectional tracking enhancer,55b,https://forums.eveonline.com/t/wts-3-x-officer-mods-v6-6/200500
805,sold closed,NA,https://forums.eveonline.com/t/sold-closed/246506
806,dagon bpc + abyssal tobias web,NA,https://forums.eveonline.com/t/wts-dagon-bpc-abyssal-tobias-web/242579
807,w-634 damage control,NA,https://forums.eveonline.com/t/wts-w-634-damage-control/232933
808,wth claw bpo - 10/20 - 120/512 claw bpo up on hypers,350m,https://forums.eveonline.com/t/wth-claw-bpo-10-20-120-512/246643
809,wth hydra [296 /512 ] tickets ! 4 hours go! hydra at ship 512 tickets,416 mil,https://forums.eveonline.com/t/wth-hydra-296-512-tickets-4-hours-to-go/246421
810,capital bpc’s (carrier / dread / freighter / ore / nyx) jita 4-4,NA,https://forums.eveonline.com/t/wts-capital-bpc-s-carrier-dread-freighter-ore-nyx-in-jita-4-4/242940
811,injectors wts 150 injectors,720m,https://forums.eveonline.com/t/wts-injectors/247111
812,hydra & tiamat,NA,https://forums.eveonline.com/t/wts-hydra-tiamat/246444
813,avatar 8j jita selling avatar hull,62b,https://forums.eveonline.com/t/wts-avatar-8j-from-jita/247056
814,dagon bpc wts dagon bpc in jita,28b,https://forums.eveonline.com/t/wts-dagon-bpc/245490
815,anathema bpo 10/20,NA,https://forums.eveonline.com/t/anathema-bpo-10-20/245611
816,sold!,NA,https://forums.eveonline.com/t/sold/246615
817,10/20 nova javelin torpedo blueprint located in korsiki iii moon 5 lai dai corporation factory buyout,90b,https://forums.eveonline.com/t/wts-10-20-nova-javelin-torpedo-blueprint/247001
818,wts: ark kourmonen otelen fueled and ready for you 3 edit selling a rhea too,9b,https://forums.eveonline.com/t/wts-ark-in-kourmonen-or-otelen/246197
819,,9b,https://forums.eveonline.com/t/wts-ark-in-kourmonen-or-otelen/246197
820,abyssal tobias gyro,NA,https://forums.eveonline.com/t/wts-abyssal-tobias-gyro/240480
821,3 c5 magnetar c5 statics they each come with 2 astras 2 nags with all the refits 1 rolling carrier archon or thanatos rollings ships asking,20b,https://forums.eveonline.com/t/wts-3-c5-magnetar-with-c5-statics/244219
822,famous t2 bpo's [all sold. thanks coming along!] looking to offload a wellknown t2 bpo selection in a safe highsec location vagabond 1018 sold,190b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
823,berserker 1020 x 2 sold,110b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
824,,110b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
825,,110b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
826,,190b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
827,berserker 1020 x 2 sold 110b each ogre 1020 x 2 sold 110b each wasp 1020 sold 110b each vagabond 918 sold 190b scimitar 1018 sold,270b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
828,eanm 1020 sold,135b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
829,hammerhead 920 sold,130b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
830,hobgoblin 1020 sold,125b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
831,,125b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
832,,125b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
833,,125b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
834,hornet 1020 sold 125b infiltrator 1020 sold 125b vespa 1020 sold 125b warrior 1020 sold,150b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
835,lachesis 1018 sold,250b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
836,scimitar 1020 sold,295b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
837,,135b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
838,hammerhead 920 sold 130b hobgoblin 1020 sold 125b hornet 1020 sold 125b infiltrator 1020 sold 125b vespa 1020 sold 125b warrior 1020 sold 150b lachesis 1018 sold 250b scimitar 1020 sold 295b damage control 020 sold 135b eris 1018 sold,105b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
839,prowler 1020 sold,195b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
840,hound 1020 sold,175b,https://forums.eveonline.com/t/wts-famous-t2-bpos-all-sold-thanks-for-coming-along/246394
841,encrypted semiosis console (svarog clade) selling 2 wts encrypted semiosis console svarog clade,250 mil,https://forums.eveonline.com/t/wts-encrypted-semiosis-console-svarog-clade/239669
842,unit d-34343's modified fighter support unit x 4,4b,https://forums.eveonline.com/t/unit-d-34343s-modified-fighter-support-unit-x-4-4b-each/245076
843,each! as header says contact hidden rorshach messge ingame or on discord hiddenrorshach31,5b,https://forums.eveonline.com/t/unit-d-34343s-modified-fighter-support-unit-x-4-4b-each/245076
844,mpitupi only have 3 left and your character doesnt show up is it spelt rightcontract for 3 upcan you accept todayback up for sale due to a time waster 5b eachat the time of this post they were,523b,https://forums.eveonline.com/t/unit-d-34343s-modified-fighter-support-unit-x-4-4b-each/245076
845,in jita please dont spread your gene pool anywhere if you actually looked at jita sell instead of being a dumbo you would see that they are actually under jita48 each and their yours and i actually have 4 nowyikes you guys are pretty mad i logged in checked the price and logged out again comrades dont be those guys that dwell on the forums being snipey and smacking up posts if you dont want them then dont buy them you dont even have to post,41b,https://forums.eveonline.com/t/unit-d-34343s-modified-fighter-support-unit-x-4-4b-each/245076
846,,4b,https://forums.eveonline.com/t/unit-d-34343s-modified-fighter-support-unit-x-4-4b-each/245076
847,officer mods jita unit w634’s modified damage control,46b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
848,,46b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
849,cormack’s modified damage control 46b tuvan’s modified tracking computer,4b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
850,gotan’s modified stasis webifier,20b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
851,cormack’s modified sensor booster,75b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
852,cormack’s modified tracking computer,10b,https://forums.eveonline.com/t/wts-officer-mods-in-jita/230084
853,5x rhea 4x ark 4x anshar 8,5b,https://forums.eveonline.com/t/wts-5x-rhea-4x-ark-4x-anshar-8-5b-each-jita-4-4/245708
854,jita 4-4 wts 5x rhea 4x ark 4x anshar,85b,https://forums.eveonline.com/t/wts-5x-rhea-4x-ark-4x-anshar-8-5b-each-jita-4-4/245708
855,blood raider victory skin,NA,https://forums.eveonline.com/t/wts-blood-raider-victory-skin/230462
856,cant inject implant,NA,https://forums.eveonline.com/t/cant-inject-implant/244522
857,sold!,NA,https://forums.eveonline.com/t/sold/246347
858,sold!,NA,https://forums.eveonline.com/t/sold/246336
859,chameleon selling whiptail sold chameleon,350b,https://forums.eveonline.com/t/wts-chameleon/219980
860,blue tiger skins,NA,https://forums.eveonline.com/t/wts-blue-tiger-skins/246756
861,:moneybag: fiend location jita 44 price,475b,https://forums.eveonline.com/t/wts-fiend/236757
862,orca nocx rush skin,2 billion,https://forums.eveonline.com/t/wts-orca-nocx-rush-skin/245899
863,wth crow bpo 139/512 crow t2 bpo 512 tickets,381 mil,https://forums.eveonline.com/t/wth-crow-bpo-139-512/246315
864,sold thanks,NA,https://forums.eveonline.com/t/sold-thanks/244889
865,wth revenant bpc! 247 tickets left on revenant bpc ticket price,272 mil,https://forums.eveonline.com/t/wth-revenant-bpc/246710
866,--sold--,46b,https://forums.eveonline.com/t/sold/246063
867,460 bpo library,NA,https://forums.eveonline.com/t/wts-460-bpo-library/246644
868,closed,NA,https://forums.eveonline.com/t/closed/246291
869,encrypted semiosis console - new one,NA,https://forums.eveonline.com/t/wts-encrypted-semiosis-console-new-one/239984
